row_id,tic_id,toi_id,Disposition,RA,Dec,Tmag,Epoc,Period,Duration,Transit_Depth,Sectors,camera,ccd,star_rad,star_mass,teff,logg,SN,Qingress,set,Dupliate,Target_Pixel,Source
40,206354655,0.01,J,355.302098,-53.69422900000001,11.937999999999999,1325.717916,0.30506700000000003,1.273593712,122980.0,1,2,2,1.1192082,0.906885,5727.0,4.44373,28.013679999999997,0.01635,train,no,no,fits
41,309297709,0.01,J,124.542578,-63.098,10.307,1325.82048,0.45372399999999996,1.630248481,1990.0,1,4,3,0.7086020000000001,0.679109,4344.9,0.88,17.46556,0.032,val,no,no,fits
42,306671376,0.01,J,120.43082700000001,-69.153702,11.523,1325.706078,0.60622,2.213818445,1250.0,1,4,3,,,3764.0,,8.377419999999999,0.12233,train,no,no,fits
43,201249257,0.01,J,0.395836,-57.645638,11.958,1325.462757,0.340285,1.142540916,21420.0,1,2,2,1.4194919,0.958376,5413.0,4.40433,26.08776,0.0514,train,no,no,fits
44,238892775,0.01,J,40.911264,-71.95030899999999,9.859,1325.692966,0.482867,2.559272359,26830.0,1,3,4,1.09596,1.01063,5682.0,4.36344,26.86453,-0.27326999999999996,train,no,yes,fits
45,294272014,0.01,EB,108.40871499999999,-58.105,11.339,1325.507759,0.260428,0.523335275,16500.0,1,4,3,1.7211541000000001,1.16619,6299.0,4.12735,48.84687,0.02418,train,no,no,fits
46,232081341,0.01,J,29.813238000000002,-70.991416,11.009,1325.44914,0.145844,0.288701115,276150.0,1,3,4,1.1424223,0.9908110000000001,5511.5,4.29901,27.04712,0.26500999999999997,train,no,no,fits
47,220558823,0.01,J,44.793807,-61.91449,10.892999999999999,1325.738607,0.541729,1.280517341,55290.0,1,3,4,1.4280728,1.1688100000000001,6399.3,4.24903,33.68092,0.13744,val,no,no,fits
48,234527232,0.01,EB,16.208781,-65.04518900000001,11.953,1325.78978,2.688754,3.3975095539999995,38390.0,1,3,1,1.6345125,0.9970620000000001,5868.0,4.37386,75.50225999999999,0.3622,train,no,no,fits
49,144046734,0.01,J,336.86614199999997,-50.548922999999995,9.787,1325.575548,0.145839,0.303216782,4530.0,1,2,3,10.23882,0.742632,4812.0376,2.52,25.63578,0.26655999999999996,val,no,no,fits
50,206384081,0.01,J,357.609196,-53.630738,11.525,1325.478862,0.19834200000000002,2.160944024,117660.0,1,2,2,1.759866,1.02244,6156.0,4.35469,83.53581,-1.10649,train,no,no,fits
51,271809318,0.01,J,111.94846299999999,-73.15731,11.774000000000001,1325.449957,0.137022,1.3694746000000002,107500.0,1,4,2,,,5050.2429999999995,0.13627999999999998,83.67746,-0.90555,test,no,no,fits
52,237911081,0.01,EB,21.990154999999998,-62.909966000000004,11.469000000000001,1325.6901599999999,0.823168,2.600091372,102300.0,1,3,1,1.20443,1.08846,6531.6665,4.313680000000001,240.10672999999997,0.45764,train,no,no,fits
53,167692491,0.01,J,102.57668199999999,-63.503234,11.225999999999999,1325.678771,0.420867,2.2957116419999997,34510.0,1,4,3,1.7026352999999999,1.14798,6827.0,4.25402,26.35691,-0.13952,train,no,no,fits
54,167304569,0.01,EB,98.019359,-67.071901,11.47,1326.989649,6.759028,3.8331799589999997,11890.0,1,4,3,3.79527,,4971.98,,38.83733,0.20883000000000002,train,no,no,fits
55,219145901,0.01,J,89.392614,-51.729496999999995,9.665,1325.628769,0.272926,1.482708705,44950.0,1,4,4,,,4840.0,,34.62466,-0.06196,test,no,no,fits
56,308448331,0.01,J,120.752579,-60.951752,11.536,1332.5827789999998,7.532425,19.7048238,33580.0,1,4,3,1.5542049999999998,1.63044,6830.36,4.14915,11.57146,0.16972,val,no,no,fits
57,167364796,0.01,J,99.22296300000001,-68.10416,10.567,1331.697993,8.6001,12.45225679,3390.0,1,4,3,1.0691301000000002,1.14189,5783.5996,4.338769999999999,10.2963,0.21224,test,no,yes,fits
58,231669914,0.01,J,320.068594,-56.737334999999995,11.662,1325.553618,0.164776,1.973199191,48540.0,1,2,4,1.5199783000000002,1.12004,5781.0,4.29835,89.07159,-0.80029,,,,
59,238192097,0.01,EB,56.231014,-75.294188,11.919,1325.745913,1.226853,2.203624284,31790.0,1,3,3,,,4875.4873,,139.36291,0.42876000000000003,train,no,no,fits
60,277104322,0.01,J,84.234813,-67.00184,11.757,1325.602264,0.282202,1.597579386,108610.0,1,4,1,1.0909394,0.8076260000000001,5015.065,4.5055,44.10495,-0.16303,test,no,no,fits
61,273984867,0.01,J,30.224366999999997,-80.443667,11.808,1325.462075,0.44899399999999995,2.930709556,51460.0,1,3,3,1.7595738999999997,1.22796,6364.75,4.25611,68.51418000000001,-0.16480999999999998,train,no,no,fits
62,271999940,0.01,J,114.85736999999999,-73.76902,11.876,1325.447324,0.564401,3.242416017,199460.0,1,4,2,1.8472536,1.0777299999999999,5778.0,4.3205,57.35306,0.44046,train,no,no,fits
63,231262738,0.01,J,334.03019,-51.013475,10.874,1325.542816,0.151194,1.7452021030000002,45510.0,1,2,4,1.2196690000000001,0.9030530000000001,5321.95,4.18313,67.43457,-1.15591,,,,
64,278900608,0.01,J,101.13109200000001,-55.471968999999994,10.264000000000001,1326.33766,14.005602,43.82520933,10690.0,1,4,4,0.8422353000000001,,4485.3525,0.2,2.66785,2.9999999999999997e-05,train,no,no,fits
65,309628590,0.01,EB,125.725421,-62.260254,11.583,1325.503085,1.080652,1.407786973,2710.0,1,4,3,10.858406,,4447.532,,12.20936,0.19957,train,no,no,fits
66,197758935,0.01,EB,331.39377,-41.313318,11.552,1326.357043,1.0157690000000001,3.362032867,59040.0,1,1,2,1.9393103999999999,1.01368,5812.25,4.36114,72.71422,0.39649,train,no,no,fits
67,159844177,0.01,J,320.49848399999996,-38.354872,10.577,1326.099368,0.784786,2.467178835,1590.0,1,1,1,0.998459,0.944672,5424.0,4.41505,24.986520000000002,0.40646,train,no,no,fits
68,294873015,0.01,J,71.603275,-66.345998,10.035,1325.545424,0.25816500000000003,1.233058,116750.0,1,4,1,0.9430844999999999,0.7502489999999999,4769.8496,4.14272,28.15075,-0.08167999999999999,train,no,no,fits
69,159735013,0.01,J,319.01145299999996,-38.499003,11.218,1326.086555,0.305001,2.726196538,20580.0,1,1,1,,,8868.667,,76.60766,-0.59022,val,no,no,fits
70,327668243,0.01,EB,329.43762999999996,-67.400746,10.127,1326.135956,1.542844,2.477930892,2310.0,1,2,1,3.703646,0.804956,5060.835,3.08281,28.45069,0.41995,test,no,no,fits
71,294327923,0.01,J,108.774832,-59.299682999999995,11.772,1326.0351859999998,1.142819,7.528068742,63410.0,1,4,3,3.4319508,1.29823,6435.9,4.233280000000001,75.71265,0.5021399999999999,train,no,no,fits
72,129648263,0.01,J,321.435755,-37.084045,11.363,1326.296991,0.291694,1.022235789,31770.0,1,1,1,1.2605821000000001,,5153.83,,29.77637,0.23995,train,no,no,fits
73,270272344,0.01,J,333.635807,-76.942451,8.039,1325.460433,0.235598,0.930310535,230.0,1,3,2,2.1100470000000002,1.36771,6143.0,,9.363489999999999,-0.02135,train,no,no,fits
74,273572449,0.01,EB,357.135779,-76.712918,11.218,1326.74837,2.664146,2.499395211,97690.0,1,3,2,,,3994.0,,145.7062,0.42325,train,no,no,fits
75,147328798,0.01,J,325.300935,-44.615909,11.427,1326.463532,0.899603,2.686070622,1090.0,1,1,1,0.8792979999999999,1.03878,5935.0,4.34325,10.716239999999999,0.17148,train,no,no,fits
76,232082938,0.01,J,30.279799,-66.652803,11.972999999999999,1325.406367,0.267874,2.1345486119999997,21020.0,1,3,4,0.985651,0.935602,5390.0,4.42207,54.557680000000005,0.37889,train,no,no,fits
77,280833338,0.01,J,45.058313,-67.86120600000001,11.717,1325.65491,0.334833,1.6059930009999999,41980.0,1,3,4,1.4510678999999997,1.4082700000000001,6238.0,4.20164,24.98795,0.02138,train,no,no,fits
78,308665590,0.01,EB,121.91885800000001,-63.554035,11.302,1326.040742,1.06884,2.209677062,5490.0,1,4,3,1.1400864,1.44687,6558.1797,4.19137,21.56178,0.38879,test,no,no,fits
79,270246450,0.01,EB,332.81505,-74.238342,11.749,1325.569375,0.802686,2.012943843,13590.0,1,3,2,1.5128871000000002,1.12122,5954.5,4.29781,100.47413,0.40328,train,no,no,fits
80,261540883,0.01,J,348.400865,-75.933105,11.468,1325.783076,0.531265,1.341465376,683720.0,1,3,2,1.6348497,1.2696,6675.0,4.06846,47.78662,0.17047,train,no,no,fits
81,308661229,0.01,J,121.698844,-63.83223,11.835999999999999,1325.454877,0.311762,1.162897201,1880.0,1,4,3,0.96731335,1.1047200000000001,5414.0,4.40614,16.38269,0.04003,train,no,no,fits
82,177254093,0.01,J,101.61216800000001,-73.92822,11.173,1326.284652,1.245875,6.86138247,24730.0,1,4,2,2.9349203,1.47581,6310.3335,3.99669,32.15083,-0.07021000000000001,train,no,no,fits
83,231699095,0.01,EB,330.75491800000003,-59.907219,11.477,1336.214595,13.149833,5.93320465,35140.0,1,2,1,1.4617699,1.26675,6727.5,3.97,59.30086,0.42048,test,no,no,fits
84,271891374,0.01,J,112.54411999999999,-72.927063,11.755999999999998,1325.936283,0.69231,1.819058371,8610.0,1,4,2,1.5861763999999998,0.988468,5394.0,4.50346,9.90554,0.17179,train,no,no,fits
85,270424460,0.01,J,95.565083,-79.042191,9.953,1325.609595,0.42856700000000003,3.2131210830000003,740.0,1,4,2,1.5005302,1.3399,6683.045,4.14745,13.323,-0.51173,train,no,no,fits
86,271503236,0.01,J,7.883522,-63.915222,11.567,1325.80865,0.409105,1.8637514659999999,86570.0,1,3,1,1.3056393,1.3015700000000001,7711.6665,4.23225,42.301190000000005,-0.12053,train,no,no,fits
87,306897664,0.01,J,122.236269,-68.991653,7.175,1325.723151,0.625224,3.054344285,400.0,1,4,3,4.26264,2.34068,9233.0,3.54841,10.46842,0.04067,val,no,no,fits
88,284194837,0.01,EB,105.681386,-67.795601,9.61,1325.564439,0.201026,1.089786069,660.0,1,4,3,1.5027375,1.12839,5893.5,4.2281,17.64404,-0.12385,train,no,yes,fits
89,237920541,0.01,J,56.950444,-65.313263,11.466,1325.551293,0.478264,2.7441257880000003,41830.0,1,4,1,1.660191,1.1224100000000001,7126.0,4.297280000000001,43.890640000000005,-0.075,train,no,no,fits
90,289793070,0.01,EB,316.963034,-26.111825,10.214,1328.0803039999998,3.04569,2.4202271019999997,700.0,1,1,4,2.0418,1.30908,6456.215,4.02,9.26322,0.19916,train,no,no,fits
91,150431451,0.01,J,97.413014,-60.412854,11.867,1325.535958,0.278649,1.312369914,105690.0,1,4,4,1.1212788,0.871934,5131.375,4.46819,25.57666,-0.05256,train,no,no,fits
92,255566698,0.01,J,96.333366,-53.492293999999994,11.855,1325.7094359999999,0.422792,5.660609882999999,3760.0,1,4,4,1.5499071000000002,,6054.0,,32.249959999999994,1.36004,train,no,no,fits
93,147328808,0.01,J,325.28004100000004,-44.642717,10.945,1326.501561,0.8966719999999999,11.23910205,49320.0,1,1,1,1.3709805,0.959159,5414.5,4.40371,57.97492,1.14869,train,no,no,fits
94,259864399,0.01,J,40.449265999999994,-67.558959,11.158,1325.634204,0.355833,1.99622313,153700.0,1,3,4,0.77775997,0.779083,4887.69,4.09,63.06926,0.42988000000000004,train,no,no,fits
95,139285753,0.01,EB,348.045435,-45.004238,11.902000000000001,1326.050409,1.550433,1.850844898,7250.0,1,2,3,0.87255675,0.8358190000000001,5039.5,4.49028,25.06529,0.50152,train,no,no,fits
96,270098511,0.01,J,329.44678700000003,-25.343877,11.805,1326.1754529999998,0.15945,1.492298928,3820.0,1,1,3,1.7064278999999998,1.30871,5738.0,4.23008,44.56739,-0.73933,test,no,no,fits
97,261235308,0.01,J,88.431955,-79.97090899999999,10.960999999999999,1325.4810439999999,0.116281,1.4182561009999999,15580.0,1,4,2,4.46645,1.40393,6741.0,4.20282,85.56094,-1.10602,train,no,no,fits
98,149391674,0.01,EB,84.248749,-60.28931,9.916,1325.9082560000002,0.5240239999999999,2.064570716,2060.0,1,4,4,10.291285,,4812.4023,,25.591829999999998,0.4341,train,no,no,fits
99,212259610,0.01,J,308.789159,-27.923187,11.605,1326.1208960000001,0.125168,0.018564918,20680.0,1,1,4,11.041236999999999,,4720.6,,9.76217,0.3099,test,no,no,fits
100,150187606,0.01,J,93.77221999999999,-62.860317,11.546,1325.617342,0.27781100000000003,0.8513684779999999,4380.0,1,4,4,4.5757885,,4933.3364,,19.81714,0.11177000000000001,train,no,no,fits
101,306630834,0.01,EB,119.570295,-68.333473,11.662,1326.640083,2.137877,6.875412432,44170.0,1,4,3,0.931658,1.00886,5820.0,4.3647800000000005,293.34006,0.32450999999999997,train,no,no,fits
102,237326686,0.01,J,345.764996,-60.055473,11.865,1325.614747,0.466674,2.431222204,75950.0,1,2,2,2.6980294999999996,1.12004,6028.4,4.29835,25.75595,-0.10303,train,no,no,fits
103,253930112,0.01,J,338.63755699999996,-30.805702,11.911,1326.263488,0.355848,2.645117821,116440.0,1,1,2,1.3517923,0.9797469999999999,5794.5,4.38748,46.3834,0.40195,train,no,no,fits
104,261500541,0.01,EB,335.466301,-66.260071,9.746,1326.6358710000002,3.126429,2.3913430140000003,25090.0,1,2,1,1.9821676,1.10064,5889.0,3.8300400000000003,92.89839,0.38500999999999996,train,no,no,fits
105,212354978,0.01,J,310.490911,-26.509119000000002,9.458,1326.392489,0.45880699999999996,1.9350276990000002,310.0,1,1,4,2.809167,1.02296,5476.0,3.04,10.17871,-0.06957999999999999,train,no,no,fits
106,270099125,0.01,J,329.727888,-24.525966,9.892000000000001,1326.058853,0.497925,3.968422416,104910.0,1,1,3,1.740202,0.936941,5571.5,3.8797900000000003,46.4213,0.38037,train,no,no,fits
107,309257809,0.01,J,124.26355,-63.217453000000006,9.431000000000001,1331.471165,8.614811999999999,20.51634707,6700.0,1,4,3,0.632282,0.616201,3956.0,,11.3088,0.26123,val,no,no,fits
108,140761919,0.01,EB,74.658831,-77.340518,11.811,1326.646145,1.589836,3.15359869,6630.0,1,4,2,1.726423,1.2539,6395.5,4.24737,52.490719999999996,0.44616000000000006,val,no,no,fits
109,280793961,0.01,J,359.339707,-64.243249,9.135,1325.446473,0.188601,1.8521674369999999,229220.0,1,3,1,1.5184251,1.23265,6126.0,4.1726,81.45713,-0.5303,test,no,no,fits
110,77427472,0.01,J,315.122553,-23.598707,10.527000000000001,1326.405644,1.092309,1.289798467,730.0,1,1,4,1.20177,1.08638,5670.5,4.314769999999999,10.07836,0.21975999999999998,train,no,no,fits
111,280044598,0.01,J,81.943157,-70.454904,11.677999999999999,1325.621685,0.49768999999999997,3.031768219,5790.0,1,4,2,1.7548171000000001,1.8562,7991.6665,4.1122,30.056659999999997,-0.21199,test,no,no,fits
112,289950596,0.01,J,318.332635,-26.999636,11.812999999999999,1326.338011,0.917049,6.432841961,153930.0,1,1,4,2.9106286,1.25485,6364.5,4.24705,53.72639,0.88066,train,no,no,fits
113,279161696,0.01,J,103.338688,-56.454266000000004,11.514000000000001,1325.5370890000002,0.290111,1.533317866,74130.0,1,4,4,1.1901944,,5142.0,,29.91635,-0.09556,val,no,no,fits
114,304102181,0.01,J,27.900471999999997,-71.91002399999999,8.685,1325.572422,0.333355,1.171756159,390.0,1,3,4,1.1206441999999999,1.1356899999999999,6037.25,4.378480000000001,21.97319,0.12787,train,no,yes,fits
115,197613672,0.01,J,327.831448,-36.686001,11.158,1326.088815,0.288698,3.021490172,113440.0,1,1,2,1.9152162,,7178.16,,75.9138,-0.72036,train,no,no,fits
116,273879358,0.01,EB,32.307882,-71.32003900000001,11.944,1327.907142,7.580072,4.095058097,11200.0,1,3,4,1.014165,1.07561,5881.0,4.3206,48.684309999999996,0.39762,train,no,no,fits
117,321009267,0.01,J,325.31061800000003,-41.684961,11.889000000000001,1326.055312,0.170842,1.708597676,242600.0,1,1,1,1.2865791000000002,0.980253,5752.0,4.38708,72.00785,-0.1773,val,no,no,fits
118,235015153,0.01,EB,353.418929,-62.903583999999995,10.495,1325.810316,1.026047,2.5496857530000003,22570.0,1,2,2,2.0272832,1.00232,5622.1333,3.8421199999999995,204.2065,0.41672,train,no,no,fits
119,279743501,0.01,EB,51.963556,-64.842567,11.48,1325.449866,0.6787569999999999,2.474476519,3360.0,1,3,4,0.8680017,1.01855,5517.7676,4.357530000000001,45.83763,0.488,train,no,no,fits
120,382266319,0.01,J,82.84710600000001,-58.202602,11.331,1325.470194,0.344263,1.996670318,659490.0,1,4,4,1.2865845,0.972613,5512.0,4.39311,53.26184,0.42012,train,no,no,fits
121,425999886,0.01,J,27.075359999999996,-66.266144,10.103,1325.535061,0.45315500000000003,2.2943418909999997,25960.0,1,3,4,1.8465307,1.23641,6806.02,3.8708199999999997,27.78838,-0.20257,train,no,no,fits
122,38707066,0.01,J,5.842909,-68.200889,11.787,1325.7895369999999,0.42858900000000005,2.468775501,9430.0,1,3,1,0.5862721,1.0679,5930.0,4.32498,46.62729,-0.27398,val,no,no,fits
123,55501426,0.01,J,71.79363599999999,-61.138760999999995,10.588,1325.748711,0.281264,0.729036288,16980.0,1,4,1,1.3874662,0.936406,5544.0,4.05347,21.09242,0.17122,train,no,no,fits
124,375057695,0.01,J,100.08886899999999,-60.700146999999994,11.718,1325.777431,0.367556,1.970864676,40280.0,1,4,4,1.5242358,,6009.1,0.190806,27.236390000000004,-0.19671,train,no,no,fits
125,33735984,0.01,J,62.212771,-74.163673,11.243,1325.455471,0.43952700000000006,3.054150055,55320.0,1,4,2,1.5056530000000001,1.24585,7041.1196,3.94268,45.436820000000004,0.40384000000000003,train,no,no,fits
126,403189862,0.01,J,336.73110099999997,-53.93119599999999,11.102,1331.925199,7.973711,6.745759506000001,6520.0,1,2,4,,,4195.09,,8.846789999999999,0.18367999999999998,,,,
127,350478928,0.01,J,85.814212,-58.7687,10.402999999999999,1325.652873,0.436934,2.79830011,475400.0,1,4,4,9.259091999999999,,4727.48,,68.54746999999999,0.4395,train,no,no,fits
128,25118964,0.01,J,61.932210999999995,-68.419762,11.994000000000002,1325.806342,1.020744,10.43780151,20850.0,1,4,1,,,3327.0,,47.63306,-0.44117,train,no,yes,fits
129,394722677,0.01,EB,20.480769,-84.15033000000001,11.905999999999999,1330.5089580000001,6.337182,3.520938319,46820.0,1,3,3,2.1387037999999996,1.09555,5913.0,4.31005,99.16583,0.40475,train,no,no,fits
130,350930534,0.01,J,90.636314,-54.130085,11.562999999999999,1325.582028,0.397936,1.9931818369999998,3190.0,1,4,4,1.4701805000000001,1.33332,6505.5,4.22274,14.07194,0.04564,train,no,no,fits
131,30031180,0.01,J,73.099627,-69.333097,11.693,1325.781053,0.735001,5.995844158,13470.0,1,4,1,1.4232912,0.953131,5409.0,4.408440000000001,50.12277,-0.55778,train,no,no,fits
132,114917829,0.01,J,314.864688,-37.498803,11.925999999999998,1326.208604,0.373424,3.230774826,27520.0,1,1,1,1.5979608,0.985044,5418.3335,4.383290000000001,59.57147,0.38519000000000003,train,no,no,fits
133,441047471,0.01,EB,325.261224,-21.593971,11.573,1326.430534,1.159564,2.999189095,33250.0,1,1,3,1.6096407,1.0227,6053.4575,4.3545,55.2588,0.40391,train,no,no,fits
134,441155698,0.01,J,332.670046,-25.091471,11.229000000000001,1326.279983,0.382535,2.279418955,366410.0,1,1,3,1.3839875,,6127.11,,47.52912,0.43706000000000006,train,no,no,fits
135,393951059,0.01,J,345.607962,-40.839171,9.964,1325.777434,0.383891,2.9642220339999996,30680.0,1,2,3,2.3936740000000003,1.1622700000000001,6297.0,3.88044,43.59806,0.37151999999999996,train,no,no,fits
